Pay Item,Description,Quantity,Unit,Unit Price,Bid Date,Bidder Name,ProjectID,Job Size,Job Desc,County,Region,Pos,Extension,Bidder2Name,Bidder3Name,Bidder2Total,Bidder3Total,JobFederalID,PopulationArea,StateID,DistrictIDs,DistrictNames
802-05701,"SIGN POST, SQUARE, TYPE 1, REINFORCED ANCHOR BASE",349.0,L.F.,32.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,11168.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-07059,"SIGN, SHEET, AND SUPPORTS, REMOVE",28.0,EACH,75.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,2100.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-07059,"SIGN, SHEET, AND SUPPORTS, REMOVE",28.0,EACH,75.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,2100.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-07059,"SIGN, SHEET, AND SUPPORTS, REMOVE",28.0,EACH,75.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,2100.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09838,"SIGN, SHEET, WITH LEGEND, 0.080 IN. THICKNESS",158.44,S.F.,30.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,4753.2,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09838,"SIGN, SHEET, WITH LEGEND, 0.080 IN. THICKNESS",158.44,S.F.,30.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,4753.2,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09838,"SIGN, SHEET, WITH LEGEND, 0.080 IN. THICKNESS",158.44,S.F.,30.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,4753.2,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09839,"SIGN, DOUBLE-FACED, SHEET, WITH LEGEND, 0.100 IN. THICKNESS",42.25,S.F.,38.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,1605.5,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09839,"SIGN, DOUBLE-FACED, SHEET, WITH LEGEND, 0.100 IN. THICKNESS",42.25,S.F.,38.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,1605.5,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09839,"SIGN, DOUBLE-FACED, SHEET, WITH LEGEND, 0.100 IN. THICKNESS",42.25,S.F.,38.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,1605.5,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09840,"SIGN, SHEET, WITH LEGEND, 0.100 IN. THICKNESS",183.53,S.F.,35.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,6423.55,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09840,"SIGN, SHEET, WITH LEGEND, 0.100 IN. THICKNESS",183.53,S.F.,35.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,6423.55,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
802-09840,"SIGN, SHEET, WITH LEGEND, 0.100 IN. THICKNESS",183.53,S.F.,35.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,6423.55,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01300,"TRAFFIC SIGNAL EQUIPMENT, REMOVE",2.0,EACH,3800.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,7600.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01300,"TRAFFIC SIGNAL EQUIPMENT, REMOVE",2.0,EACH,3800.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,7600.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01300,"TRAFFIC SIGNAL EQUIPMENT, REMOVE",2.0,EACH,3800.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,7600.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01842,"HANDHOLE, SIGNAL, TYPE 1",12.0,EACH,2000.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,24000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01842,"HANDHOLE, SIGNAL, TYPE 1",12.0,EACH,2000.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,24000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01842,"HANDHOLE, SIGNAL, TYPE 1",12.0,EACH,2000.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,24000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01844,"CONDUIT, STEEL, GALVANIZED, 2 IN.",1080.0,L.F.,12.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,12960.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01844,"CONDUIT, STEEL, GALVANIZED, 2 IN.",1080.0,L.F.,12.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,12960.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-01844,"CONDUIT, STEEL, GALVANIZED, 2 IN.",1080.0,L.F.,12.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,12960.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02150,"PEDESTRIAN SIGNAL HEAD, COUNTDOWN, 18 IN.",12.0,EACH,796.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,9552.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02150,"PEDESTRIAN SIGNAL HEAD, COUNTDOWN, 18 IN.",12.0,EACH,796.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,9552.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02150,"PEDESTRIAN SIGNAL HEAD, COUNTDOWN, 18 IN.",12.0,EACH,796.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,9552.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02445,"CONTROLLER AND CABINET, TYPE P1",2.0,EACH,19700.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,39400.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02445,"CONTROLLER AND CABINET, TYPE P1",2.0,EACH,19700.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,39400.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02445,"CONTROLLER AND CABINET, TYPE P1",2.0,EACH,19700.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,39400.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02645,"SIGNAL POLE FOUNDATION, 24 IN. X 24 IN. X 36 IN.",7.0,EACH,1342.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,9394.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02645,"SIGNAL POLE FOUNDATION, 24 IN. X 24 IN. X 36 IN.",7.0,EACH,1342.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,9394.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-02645,"SIGNAL POLE FOUNDATION, 24 IN. X 24 IN. X 36 IN.",7.0,EACH,1342.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,9394.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-04133,"SIGNAL POLE, PEDESTAL, 12 FT",5.0,EACH,1995.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,9975.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-04133,"SIGNAL POLE, PEDESTAL, 12 FT",5.0,EACH,1995.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,9975.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-04133,"SIGNAL POLE, PEDESTAL, 12 FT",5.0,EACH,1995.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,9975.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11374,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 20 FT",1.0,EACH,19665.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,19665.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11374,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 20 FT",1.0,EACH,19665.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,19665.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11374,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 20 FT",1.0,EACH,19665.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,19665.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11376,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 30 FT",2.0,EACH,21565.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,43130.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11376,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 30 FT",2.0,EACH,21565.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,43130.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11376,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 30 FT",2.0,EACH,21565.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,43130.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11377,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 35 FT",2.0,EACH,22618.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,45236.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11377,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 35 FT",2.0,EACH,22618.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,45236.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11377,"SIGNAL CANTILEVER STRUCTURE, SINGLE ARM 35 FT",2.0,EACH,22618.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,45236.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11383,"SIGNAL CANTILEVER STRUCTURE, DRILLED SHAFT FOUNDATION, TYPE A",5.0,EACH,9800.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,49000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11383,"SIGNAL CANTILEVER STRUCTURE, DRILLED SHAFT FOUNDATION, TYPE A",5.0,EACH,10078.18,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,50390.9,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11383,"SIGNAL CANTILEVER STRUCTURE, DRILLED SHAFT FOUNDATION, TYPE A",5.0,EACH,9800.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,49000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11385,"SIGNAL CANTILEVER STRUCTURE, DRILLED SHAFT FOUNDATION, TYPE E",1.0,EACH,15000.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,15000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11385,"SIGNAL CANTILEVER STRUCTURE, DRILLED SHAFT FOUNDATION, TYPE E",1.0,EACH,15278.19,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,15278.19,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11385,"SIGNAL CANTILEVER STRUCTURE, DRILLED SHAFT FOUNDATION, TYPE E",1.0,EACH,15000.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,15000.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11393,"SIGNAL CANTILEVER STRUCTURE, DUAL ARM 35 FT AND 25 FT",1.0,EACH,35420.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,35420.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11393,"SIGNAL CANTILEVER STRUCTURE, DUAL ARM 35 FT AND 25 FT",1.0,EACH,35420.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,35420.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11393,"SIGNAL CANTILEVER STRUCTURE, DUAL ARM 35 FT AND 25 FT",1.0,EACH,35420.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,35420.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11817,"PEDESTRIAN PUSH BUTTON, APS",12.0,EACH,1154.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,13848.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11817,"PEDESTRIAN PUSH BUTTON, APS",12.0,EACH,1154.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,13848.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-11817,"PEDESTRIAN PUSH BUTTON, APS",12.0,EACH,1154.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,13848.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-12016,UNINTERRUPTIBLE POWER SUPPLY,2.0,EACH,7400.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,14800.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-12016,UNINTERRUPTIBLE POWER SUPPLY,2.0,EACH,7400.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,14800.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-12016,UNINTERRUPTIBLE POWER SUPPLY,2.0,EACH,7400.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,14800.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-12650,"SIGNAL POLE, PEDESTAL, 5 FT",5.0,EACH,810.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,4050.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-12650,"SIGNAL POLE, PEDESTAL, 5 FT",5.0,EACH,810.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,4050.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-12650,"SIGNAL POLE, PEDESTAL, 5 FT",5.0,EACH,810.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,4050.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-78205,"TRAFFIC SIGNAL HEAD, NO. 3 SECTION, 12 IN.",8.0,EACH,1100.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,8800.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-78205,"TRAFFIC SIGNAL HEAD, NO. 3 SECTION, 12 IN.",8.0,EACH,1100.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,8800.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-78205,"TRAFFIC SIGNAL HEAD, NO. 3 SECTION, 12 IN.",8.0,EACH,1100.0,05/07/2026,F H PASCHEN S N NIELSEN & ASSOCIATES LLC,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,3,8800.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-78225,"TRAFFIC SIGNAL HEAD, NO. 4 SECTION, 12 IN.",4.0,EACH,1410.0,05/07/2026,MILESTONE CONTRACTORS LP,R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,1,5640.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
805-78225,"TRAFFIC SIGNAL HEAD, NO. 4 SECTION, 12 IN.",4.0,EACH,1410.0,05/07/2026,"RIETH-RILEY CONSTRUCTION CO., INC.",R -44001-B,13242000.0,PAVEMENT REPLACEMENT,LAKE,4,2,5640.0,"RIETH-RILEY CONSTRUCTION CO., INC.",F H PASCHEN S N NIELSEN & ASSOCIATES LLC,13424810.82,14808992.78,2101118,,IN,4,LAPORTE
